"Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Year","Round","Pick","PosRec","RoundRec","seq"
79,295,4.98,NA,NA,NA,NA,NA,2014,4,134,"DL",4,4878
75,313,5.31,29,30,102,7.55,4.47,2014,5,175,"OL",5,4879
77,235,4.95,29,NA,108,7.25,4.43,2014,NA,NA,"QB",8,4880
72,199,4.47,34,25,117,6.9,4.07,2014,4,131,"DB",4,4881
69,189,4.38,39,NA,128,6.69,4,2014,1,25,"DB",1,4882
71,193,4.59,NA,9,NA,NA,NA,2014,1,30,"DB",1,4883
76,195,4.46,32,8,115,7.19,4.35,2014,NA,NA,"WR",8,4884
71,196,4.57,NA,13,NA,NA,NA,2014,NA,NA,"DB",8,4885
71,194,4.41,NA,22,NA,NA,NA,2014,4,101,"DB",4,4886
73,211,4.43,34,16,126,6.95,4.34,2014,1,4,"WR",1,4887
75,310,5.5,NA,29,NA,NA,NA,2014,3,89,"OL",3,4888
78,252,4.58,36.5,17,123,7.29,4.44,2014,4,136,"TE",4,4889
75,218,5,28,NA,100,7.07,4.25,2014,6,194,"QB",6,4890
69,225,4.56,33.5,16,120,NA,NA,2014,3,94,"RB",3,4891
75,267,4.9,29,19,110,7.3,4.67,2014,NA,NA,"DL",8,4892
71,186,4.63,36,15,121,6.98,4.27,2014,7,252,"DB",7,4893
75,269,5.02,NA,NA,NA,NA,NA,2014,NA,NA,"DL",8,4894
69,204,4.57,32,23,114,7.05,4.2,2014,4,130,"RB",4,4895
71,230,4.56,38,NA,129,7.27,4.06,2014,4,113,"RB",4,4896
71,222,4.45,35.5,16,121,7.37,4.25,2014,NA,NA,"RB",8,4897
73,246,4.66,30.5,25,120,7.11,4.07,2014,5,151,"LB",5,4898
69,202,4.43,37.5,10,123,7,4.21,2014,NA,NA,"WR",8,4899
77,266,4.97,34,31,113,NA,NA,2014,NA,NA,"DL",8,4900
78,315,5.48,28.5,22,103,7.81,4.86,2014,5,145,"OL",5,4901
76,235,4.76,33,NA,116,6.99,4.25,2014,6,192,"LB",6,4902
69,205,4.6,42.5,24,130,6.79,3.95,2015,2,54,"RB",2,4903
72,198,4.42,NA,12,NA,NA,NA,2015,1,20,"WR",1,4904
72,221,4.57,39,19,121,7.1,4.1,2015,5,149,"RB",5,4905
73,227,4.55,36,24,121,7.14,4.2,2015,4,124,"LB",4,4906
68,180,4.43,34,13,121,6.64,4.07,2015,7,238,"WR",7,4907
72,221,4.53,35.5,11,121,6.96,4.28,2015,4,125,"RB",4,4908
72,218,4.56,35.5,NA,122,7.09,4.03,2015,5,142,"DB",5,4909
77,244,4.73,NA,NA,NA,NA,NA,2015,NA,NA,"TE",8,4910
78,294,4.97,30,NA,111,7.2,4.19,2015,3,93,"DL",3,4911
73,187,4.54,NA,13,NA,NA,NA,2015,NA,NA,"WR",8,4912
75,243,4.56,37,23,122,7.07,4.03,2015,1,31,"LB",1,4913
79,292,5.06,34,24,117,7.57,4.53,2015,1,17,"DL",1,4914
70,212,4.53,36.5,NA,118,7.13,NA,2015,5,174,"RB",5,4915
74,236,4.65,NA,22,NA,NA,NA,2015,5,161,"LB",5,4916
76,282,4.8,NA,22,NA,NA,NA,2015,NA,NA,"DL",8,4917
78,187,5.14,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,4918
75,246,4.53,41,35,130,6.91,4.15,2015,1,8,"LB",1,4919
73,197,4.42,41.5,7,129,6.66,4.15,2015,5,162,"WR",5,4920
78,252,4.8,33,14,116,6.85,4.32,2015,4,117,"TE",4,4921
74,293,5.04,NA,NA,NA,NA,NA,2015,6,180,"DL",6,4922
74,211,4.81,37,NA,125,7.13,4.2,2015,NA,NA,"QB",8,4923
74,258,4.88,NA,20,NA,NA,NA,2015,NA,NA,"TE",8,4924
76,318,5.02,31,20,101,7.5,4.57,2015,4,100,"DL",4,4925
76,303,5.57,23.5,22,90,7.9,4.65,2015,NA,NA,"OL",8,4926
72,207,4.56,NA,15,NA,NA,NA,2015,NA,NA,"DB",8,4927
72,231,5.03,26.5,NA,100,7.47,4.62,2015,NA,NA,"QB",8,4928
79,301,5.6,25,NA,103,7.91,4.75,2015,NA,NA,"OL",8,4929
76,268,5.04,30.5,20,112,7.13,4.23,2015,5,171,"TE",5,4930
76,229,4.72,33,NA,110,7.18,4.37,2015,NA,NA,"QB",8,4931
73,236,5.17,NA,14,NA,NA,NA,2015,NA,NA,"K",8,4932
80,355,5.21,23.5,20,97,8.23,4.78,2015,7,244,"OL",7,4933
74,319,5.05,29.5,26,98,7.84,4.59,2015,1,32,"DL",1,4934
71,224,4.62,34.5,19,117,6.86,4.15,2015,NA,NA,"RB",8,4935
76,323,5.08,NA,NA,NA,NA,NA,2015,3,72,"OL",3,4936
74,234,4.63,NA,17,NA,NA,NA,2015,NA,NA,"RB",8,4937
72,205,4.54,37,17,120,7.04,4.11,2015,7,233,"WR",7,4938
71,242,4.65,33,25,115,7.2,4.34,2015,5,168,"RB",5,4939
71,208,4.52,NA,23,NA,NA,NA,2015,4,115,"DB",4,4940
75,313,5.47,NA,26,NA,NA,NA,2015,3,67,"OL",3,4941
74,218,4.94,29.5,NA,104,7.17,4.45,2015,NA,NA,"QB",8,4942
74,242,4.91,33,30,NA,NA,NA,2015,5,166,"OL",5,4943
72,196,4.51,40,17,121,7.05,4.07,2015,3,80,"DB",3,4944
67,186,4.57,36,NA,114,6.9,4.15,2015,NA,NA,"RB",8,4945
71,194,4.62,NA,NA,120,NA,NA,2015,NA,NA,"DB",8,4946
75,267,4.79,34.5,27,114,7.17,4.25,2015,6,212,"DL",6,4947
75,244,4.87,NA,28,NA,7.62,4.7,2015,7,256,"TE",7,4948
74,202,4.93,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,4949
75,271,4.79,38.5,19,118,7.08,4.05,2015,2,63,"DL",2,4950
70,195,4.51,33,10,113,6.97,4.26,2015,6,184,"WR",6,4951
77,277,4.98,32,NA,108,7.52,4.48,2015,NA,NA,"OL",8,4952
77,309,5.14,32.5,22,111,7.68,4.54,2015,4,110,"OL",4,4953
73,212,4.43,41,23,131,6.98,4.06,2015,3,87,"WR",3,4954
71,229,4.59,38.5,17,121,NA,NA,2015,5,138,"RB",5,4955
76,310,5.19,30,23,101,8.09,4.79,2015,NA,NA,"OL",8,4956
71,206,4.4,NA,22,NA,NA,NA,2015,3,73,"RB",3,4957
71,185,4.53,37.5,20,124,6.61,3.98,2015,NA,NA,"DB",8,4958
72,228,4.53,35,NA,120,7.38,4.33,2015,2,33,"DB",2,4959
76,305,5.1,27,21,108,7.7,4.63,2015,NA,NA,"OL",8,4960
73,203,4.48,36,NA,124,6.77,4.27,2015,2,42,"DB",2,4961
74,213,4.35,45,18,139,7.06,4.3,2015,3,76,"WR",3,4962
75,293,4.86,29,29,110,7.23,4.37,2015,3,96,"DL",3,4963
73,211,4.42,33,NA,120,6.71,3.98,2015,1,4,"WR",1,4964
74,289,4.9,NA,NA,NA,NA,NA,2015,6,216,"DL",6,4965
73,191,4.36,38,15,129,7.05,4.07,2015,NA,NA,"DB",8,4966
77,299,5.01,33,NA,110,7.64,4.65,2015,NA,NA,"DL",8,4967
79,301,5.26,32.5,26,107,8.07,4.6,2015,NA,NA,"OL",8,4968
72,217,4.62,40,15,125,7.15,4.25,2015,NA,NA,"RB",8,4969
68,185,4.56,37,10,115,7.17,4.32,2015,4,105,"WR",4,4970
74,248,4.8,NA,25,NA,NA,NA,2015,NA,NA,"LB",8,4971
73,201,4.62,37,13,122,NA,NA,2015,NA,NA,"WR",8,4972
71,193,4.38,41.5,12,129,6.94,4.14,2015,2,50,"DB",2,4973
73,196,4.51,32.5,NA,119,7.14,4.28,2015,NA,NA,"WR",8,4974
69,217,4.61,34,17,116,7,4.18,2015,4,126,"RB",4,4975
74,216,4.49,36.5,23,124,6.86,4.18,2015,6,186,"WR",6,4976
75,220,4.57,35.5,16,115,7.25,4.12,2015,NA,NA,"WR",8,4977
77,320,5.07,33,NA,103,7.91,4.47,2015,3,90,"DL",3,4978
72,225,4.95,29,16,107,7.38,4.37,2015,NA,NA,"LB",8,4979
74,316,5.18,33,32,105,7.53,4.46,2015,5,154,"DL",5,4980
72,235,4.93,28,21,109,NA,4.49,2015,3,99,"LB",3,4981
76,254,4.97,NA,23,NA,NA,NA,2015,NA,NA,"DL",8,4982
72,254,4.93,NA,NA,NA,NA,NA,2015,NA,NA,"LB",8,4983
76,255,4.72,NA,15,NA,NA,NA,2015,NA,NA,"TE",8,4984
75,260,4.74,29.5,19,100,7.56,4.53,2015,7,253,"LB",7,4985
72,195,4.46,35,NA,115,7.03,4.32,2015,5,146,"WR",5,4986
69,196,4.56,35.5,17,113,7.22,4.15,2015,6,200,"DB",6,4987
75,296,5.31,27.5,23,107,8.14,4.7,2015,NA,NA,"OL",8,4988
78,313,5.31,32,17,101,7.84,4.77,2015,4,119,"OL",4,4989
70,185,4.33,37,13,122,6.7,4.11,2015,1,29,"WR",1,4990
70,182,4.5,33.5,9,115,7.2,4.26,2015,5,164,"DB",5,4991
76,304,5.25,29,28,99,7.99,4.75,2015,4,114,"OL",4,4992
73,208,4.65,39.5,NA,119,7.09,4.33,2015,NA,NA,"DB",8,4993
76,284,5.06,NA,26,NA,NA,NA,2015,6,193,"DL",6,4994
76,269,4.56,42,NA,138,NA,NA,2015,1,22,"DL",1,4995
68,218,4.58,34,26,120,NA,NA,2015,NA,NA,"RB",8,4996
69,220,4.8,35.5,16,117,7.63,4.5,2015,NA,NA,"RB",8,4997
69,192,4.52,NA,NA,NA,NA,NA,2015,7,241,"DB",7,4998
75,255,4.77,34,27,120,7.1,4.25,2015,5,153,"LB",5,4999
77,313,5.15,30.5,30,112,7.48,4.63,2015,1,19,"OL",1,5000
75,208,4.56,31,NA,117,7.09,4.26,2015,NA,NA,"DB",8,5001
78,353,5.55,29.5,NA,NA,NA,4.77,2015,6,183,"OL",6,5002
73,223,4.63,32.5,NA,118,6.95,4.1,2015,NA,NA,"QB",8,5003
76,323,5.33,26.5,NA,97,NA,4.74,2015,4,128,"OL",4,5004
73,191,5.06,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5005
76,318,5.25,24,20,99,NA,4.76,2015,NA,NA,"OL",8,5006
78,306,5.01,32.5,25,NA,7.25,4.33,2015,2,53,"OL",2,5007
74,266,4.93,36.5,28,121,7.34,4.4,2015,4,101,"DL",4,5008
78,329,5.31,NA,37,NA,NA,NA,2015,1,9,"OL",1,5009
71,254,4.94,33.5,23,114,7.56,4.4,2015,4,108,"RB",4,5010
75,261,4.6,32.5,19,112,7.4,4.32,2015,NA,NA,"LB",8,5011
77,238,4.73,34.5,18,118,6.83,4.15,2015,NA,NA,"LB",8,5012
76,232,4.7,38.5,17,122,NA,NA,2015,2,41,"WR",2,5013
70,180,4.44,34.5,NA,123,7.07,4.2,2015,6,189,"DB",6,5014
74,306,5.5,27,29,96,7.66,4.58,2015,6,208,"OL",6,5015
76,309,5.24,NA,NA,NA,NA,NA,2015,4,133,"OL",4,5016
74,218,4.55,37,22,120,7.21,4.27,2015,4,109,"DB",4,5017
78,305,5.04,33.5,24,113,7.72,4.56,2015,7,243,"OL",7,5018
72,179,4.64,34,NA,123,6.97,4.26,2015,NA,NA,"DB",8,5019
76,307,5.2,29.5,31,113,7.56,4.58,2015,4,134,"OL",4,5020
74,260,4.9,NA,NA,NA,NA,NA,2015,2,58,"LB",2,5021
76,336,5.28,NA,NA,NA,NA,NA,2015,2,39,"DL",2,5022
69,176,4.46,33.5,15,120,6.81,4.2,2015,2,56,"DB",2,5023
70,209,4.44,NA,NA,NA,NA,NA,2015,NA,NA,"WR",8,5024
73,215,4.52,35,19,126,7.04,4.07,2015,1,15,"RB",1,5025
70,200,4.44,33,21,116,NA,4.33,2015,4,121,"DB",4,5026
75,297,5.03,NA,NA,NA,NA,NA,2015,3,71,"OL",3,5027
74,213,4.75,NA,NA,NA,NA,NA,2015,3,75,"QB",3,5028
77,314,5.16,29.5,21,106,8,4.7,2015,3,91,"OL",3,5029
77,237,4.49,33.5,13,119,6.89,4.45,2015,2,40,"WR",2,5030
71,182,4.53,36.5,NA,122,6.88,4.12,2015,5,139,"WR",5,5031
77,235,4.64,36.5,24,125,NA,NA,2015,2,60,"DL",2,5032
75,262,4.81,37,20,117,7.24,4.38,2015,3,97,"LB",3,5033
73,202,4.62,33.5,12,108,7.18,4.41,2015,NA,NA,"DB",8,5034
73,222,4.52,NA,17,NA,NA,NA,2015,1,10,"RB",1,5035
77,246,4.72,36,22,121,7.28,4.28,2015,6,209,"DL",6,5036
72,195,4.81,32,NA,110,7.12,4.2,2015,NA,NA,"DB",8,5037
73,234,4.6,35,26,117,7.15,4.36,2015,7,224,"LB",7,5038
72,198,4.6,41,16,132,6.86,4.15,2015,NA,NA,"WR",8,5039
75,204,4.87,NA,NA,NA,NA,NA,2015,NA,NA,"QB",8,5040
74,292,4.97,NA,NA,NA,NA,NA,2015,NA,NA,"OL",8,5041
75,307,4.91,NA,27,NA,NA,NA,2015,4,135,"DL",4,5042
70,192,4.56,36.5,11,114,6.63,4.21,2015,4,107,"WR",4,5043
75,247,4.6,35,NA,123,7.07,4.16,2015,3,79,"LB",3,5044
73,191,4.64,32,13,108,7.15,4.36,2015,NA,NA,"WR",8,5045
73,183,4.56,NA,NA,NA,NA,NA,2015,NA,NA,"DB",8,5046
76,330,5.19,29.5,26,102,7.51,4.62,2015,5,152,"OL",5,5047
67,199,4.8,33,NA,113,7.2,4.38,2015,NA,NA,"RB",8,5048
77,329,5.61,NA,NA,NA,NA,NA,2015,7,226,"OL",7,5049
79,321,5.46,28.5,16,96,8.28,4.87,2015,2,57,"OL",2,5050
70,198,4.63,30.5,19,116,7.19,4.4,2015,NA,NA,"RB",8,5051
72,231,4.59,33.5,19,120,6.68,4,2015,5,140,"LB",5,5052
73,244,4.83,32,23,111,7.35,4.27,2015,6,207,"LB",6,5053
77,254,4.81,NA,26,NA,NA,NA,2015,3,92,"TE",3,5054
77,309,5.39,NA,35,NA,NA,NA,2015,NA,NA,"OL",8,5055
73,236,4.68,38,20,124,6.78,4.15,2015,3,84,"LB",3,5056
70,180,4.55,32.5,NA,120,6.81,4.21,2015,NA,NA,"DB",8,5057
72,226,4.83,27,NA,111,7.17,4.4,2015,7,235,"RB",7,5058
74,250,4.68,33.5,NA,125,NA,4.65,2015,NA,NA,"LB",8,5059
72,218,4.62,NA,17,NA,NA,NA,2015,7,239,"DB",7,5060
72,237,4.68,NA,31,NA,6.99,4.15,2015,NA,NA,"LB",8,5061
77,307,5.12,31,26,104,7.87,4.64,2015,1,24,"OL",1,5062
75,226,4.63,36,NA,120,6.93,3.98,2015,5,147,"QB",5,5063
77,252,4.57,NA,25,NA,NA,NA,2015,3,88,"DL",3,5064
75,275,4.88,31,16,111,7.39,4.58,2015,7,227,"DL",7,5065
72,247,5.02,31.5,30,110,7.24,4.33,2015,7,231,"RB",7,5066
76,330,5.52,25,NA,96,NA,NA,2015,4,111,"OL",4,5067
79,261,4.83,37.5,26,121,7.53,4.5,2015,5,160,"TE",5,5068
70,200,4.57,33,21,109,6.95,4.4,2015,6,181,"DB",6,5069
73,304,5.06,31,30,112,7.37,4.56,2015,5,137,"DL",5,5070
73,198,4.72,33.5,15,116,7.18,4.15,2015,NA,NA,"DB",8,5071
74,206,5.02,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5072
72,188,4.52,41.5,NA,130,6.79,3.89,2015,1,16,"DB",1,5073
70,215,4.7,36.5,26,120,7.09,4.13,2015,NA,NA,"RB",8,5074
69,207,4.54,33.5,NA,121,NA,NA,2015,3,77,"RB",3,5075
73,224,4.5,41.5,25,127,6.82,4.27,2015,NA,NA,"RB",8,5076
75,245,4.95,32,19,115,7.25,4.33,2015,NA,NA,"LB",8,5077
74,231,4.61,31.5,20,112,NA,4.2,2015,3,95,"RB",3,5078
70,182,4.63,32.5,8,119,6.91,4.19,2015,NA,NA,"WR",8,5079
73,199,4.43,44.5,NA,147,6.78,3.94,2015,1,27,"DB",1,5080
75,279,4.76,32.5,32,120,7.44,4.55,2015,2,35,"DL",2,5081
72,232,4.61,38,19,124,NA,NA,2015,2,45,"LB",2,5082
74,253,4.93,NA,NA,NA,NA,NA,2015,2,44,"LB",2,5083
77,310,5.48,NA,NA,NA,NA,NA,2015,4,112,"OL",4,5084
77,255,4.79,NA,NA,NA,NA,NA,2015,7,229,"TE",7,5085
77,246,4.75,NA,17,NA,NA,NA,2015,3,85,"TE",3,5086
72,216,5.16,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5087
72,208,4.42,34.5,NA,118,7.22,4.32,2015,4,106,"RB",4,5088
76,214,4.58,33.5,16,119,7.11,4.28,2015,NA,NA,"WR",8,5089
74,192,4.61,36,10,114,6.92,4.13,2015,5,156,"WR",5,5090
70,182,4.4,35.5,NA,121,6.89,4.07,2015,3,69,"WR",3,5091
72,192,4.51,34,12,120,6.98,4.27,2015,NA,NA,"WR",8,5092
74,221,5.08,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5093
76,314,4.99,26.5,30,106,7.3,4.44,2015,NA,NA,"DL",8,5094
76,248,4.99,31.5,NA,113,7.3,4.51,2015,NA,NA,"QB",8,5095
72,211,4.4,34,17,118,7.51,4.5,2015,NA,NA,"WR",8,5096
68,213,4.62,37,22,115,7.52,4.37,2015,NA,NA,"RB",8,5097
71,201,4.44,38,17,130,6.83,4.07,2015,3,83,"DB",3,5098
76,301,5.08,NA,NA,NA,NA,NA,2015,NA,NA,"OL",8,5099
78,229,5.14,31,NA,105,7.29,4.39,2015,3,89,"QB",3,5100
75,196,4.93,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5101
76,222,4.52,36,NA,121,6.87,4.11,2015,1,2,"QB",1,5102
73,203,4.58,33.5,16,114,7,4.18,2015,NA,NA,"DB",8,5103
76,307,4.98,30.5,30,108,7.33,4.47,2015,2,61,"OL",2,5104
73,207,4.54,37.5,12,124,6.96,4.15,2015,NA,NA,"DB",8,5105
77,309,5.52,17.5,NA,84,8.19,5.12,2015,NA,NA,"OL",8,5106
76,259,4.85,32,23,112,7.47,4.58,2015,3,82,"LB",3,5107
74,224,4.67,35.5,NA,117,6.93,4.13,2015,4,123,"WR",4,5108
75,313,5.54,22.5,NA,97,8.2,5.01,2015,NA,NA,"DL",8,5109
72,210,4.41,38,16,122,6.96,4.08,2015,7,245,"WR",7,5110
69,195,4.51,36,17,130,6.8,3.82,2015,5,145,"DB",5,5111
77,338,5.21,32,24,109,8.16,5.07,2015,NA,NA,"DL",8,5112
71,195,4.63,33,19,112,7.01,4.26,2015,NA,NA,"DB",8,5113
76,246,4.66,40.5,16,121,7.21,4.27,2015,2,43,"LB",2,5114
74,303,5.33,27,29,104,8.2,4.75,2015,3,81,"OL",3,5115
77,307,5.51,25,NA,97,7.91,4.87,2015,NA,NA,"OL",8,5116
72,221,4.55,40.5,NA,121,6.97,4.21,2015,3,94,"WR",3,5117
77,305,5.14,31,36,112,7.6,4.5,2015,2,49,"OL",2,5118
72,215,4.54,32.5,NA,121,7.07,4.25,2015,5,175,"WR",5,5119
69,198,4.61,29,11,109,NA,4.4,2015,7,230,"RB",7,5120
77,326,5.44,27.5,NA,94,8.1,4.91,2015,5,176,"OL",5,5121
70,197,4.49,34.5,19,115,6.88,4.07,2015,3,98,"DB",3,5122
70,156,4.28,36,NA,127,7.02,4.15,2015,5,159,"WR",5,5123
74,307,5.02,34,26,114,7.67,4.69,2015,6,217,"DL",6,5124
74,232,4.56,NA,24,NA,NA,NA,2015,7,236,"LB",7,5125
75,252,4.93,30.5,21,110,7.4,4.5,2015,6,194,"TE",6,5126
75,267,4.62,39,25,127,7.36,4.19,2015,3,74,"DL",3,5127
77,306,4.98,NA,23,NA,NA,NA,2015,1,21,"OL",1,5128
75,250,4.8,31.5,NA,115,7.28,4.43,2015,2,51,"DL",2,5129
77,323,5.16,28,NA,100,8.26,4.9,2015,NA,NA,"DL",8,5130
76,227,5.12,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5131
75,209,4.45,36.5,17,125,NA,NA,2015,1,14,"WR",1,5132
73,308,5.38,29,34,103,NA,NA,2015,5,151,"DL",5,5133
79,313,5.18,31,NA,105,8.01,4.62,2015,1,13,"OL",1,5134
74,212,NA,NA,NA,NA,NA,NA,2015,1,26,"WR",1,5135
71,236,4.78,32,27,113,NA,NA,2015,2,48,"LB",2,5136
72,197,4.53,37.5,17,121,7.08,4.08,2015,1,18,"DB",1,5137
72,191,4.61,32.5,7,119,6.8,4,2015,NA,NA,"DB",8,5138
75,230,4.87,34,NA,121,6.91,4.13,2015,4,103,"QB",4,5139
77,329,5.17,30,28,105,7.88,4.68,2015,2,52,"DL",2,5140
73,298,5,31,26,107,8,NA,2015,6,192,"DL",6,5141
77,229,5.18,NA,NA,NA,NA,NA,2015,5,165,"K",5,5142
77,307,5.09,31,25,113,7.9,4.66,2015,4,130,"OL",4,5143
77,335,5.32,26.5,26,95,8.09,4.89,2015,3,66,"OL",3,5144
74,208,4.6,35,11,125,7.12,4.23,2015,NA,NA,"DB",8,5145
74,251,4.58,38,17,118,7.25,4.37,2015,5,143,"TE",5,5146
72,240,4.78,31,19,110,7.07,4.39,2015,7,219,"LB",7,5147
71,196,4.46,38,14,120,6.83,4.07,2015,1,30,"DB",1,5148
69,215,4.65,35.5,15,116,NA,NA,2015,NA,NA,"RB",8,5149
75,245,4.68,NA,21,NA,NA,NA,2015,1,23,"DL",1,5150
77,269,4.89,NA,22,NA,NA,NA,2015,NA,NA,"DL",8,5151
71,211,4.65,32,13,111,6.74,4.22,2015,2,64,"DB",2,5152
75,283,5.16,32.5,NA,106,7.57,4.41,2015,NA,NA,"DL",8,5153
72,210,5.02,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5154
79,324,5.34,NA,28,NA,NA,NA,2015,7,240,"OL",7,5155
75,245,4.61,37,20,121,7.49,4.38,2015,7,232,"LB",7,5156
68,217,4.7,32,21,113,NA,NA,2015,6,205,"RB",6,5157
71,195,4.57,36.5,14,122,7.1,4.28,2015,2,62,"DB",2,5158
76,227,5.06,NA,NA,NA,NA,NA,2015,NA,NA,"K",8,5159
73,205,4.45,39,19,125,6.7,3.97,2015,2,47,"DB",2,5160
72,218,4.68,27.5,17,110,7.35,4.58,2015,NA,NA,"WR",8,5161
76,269,4.75,32.5,25,119,7.25,4.47,2015,5,163,"DL",5,5162
74,240,4.65,34.5,20,120,7.11,4.2,2015,4,129,"LB",4,5163
78,311,5.36,29,23,97,7.54,4.58,2015,2,59,"OL",2,5164
74,209,4.56,32.5,NA,123,7.04,NA,2015,4,104,"DB",4,5165
75,248,4.65,36,NA,119,7.29,4.49,2015,NA,NA,"TE",8,5166
77,319,5.05,NA,23,NA,NA,NA,2015,1,5,"OL",1,5167
72,204,4.62,33,15,121,7.08,4.11,2015,NA,NA,"WR",8,5168
72,201,4.44,37.5,26,130,7.01,4.12,2015,4,120,"DB",4,5169
76,338,5.74,NA,26,NA,NA,NA,2015,NA,NA,"OL",8,5170
74,339,5.64,30.5,34,95,7.99,4.65,2015,1,12,"DL",1,5171
76,315,5.39,29,17,94,8.04,4.7,2015,7,228,"OL",7,5172
71,199,4.62,NA,14,NA,NA,NA,2015,6,191,"DB",6,5173
77,245,4.84,33,NA,114,7.5,4.6,2015,NA,NA,"TE",8,5174
76,321,5.12,29.5,35,105,7.92,4.76,2015,7,223,"DL",7,5175
71,218,4.57,30.5,NA,115,NA,NA,2015,NA,NA,"QB",8,5176
74,226,4.52,NA,NA,NA,NA,NA,2015,4,132,"WR",4,5177
70,187,4.37,36,18,124,6.96,4.26,2015,3,65,"DB",3,5178
70,200,4.61,NA,NA,NA,NA,NA,2015,6,197,"DB",6,5179
72,196,4.42,39,10,122,NA,4.15,2015,2,37,"WR",2,5180
78,338,5.27,32,26,109,7.95,4.79,2015,2,34,"OL",2,5181
77,271,4.74,34,24,121,7.07,4.28,2015,2,38,"DL",2,5182
72,195,4.6,36.5,15,124,6.97,3.96,2015,5,170,"DB",5,5183
76,274,4.83,29,23,113,7.42,4.66,2015,4,122,"DL",4,5184
72,236,4.81,35,25,120,7.66,NA,2015,5,141,"LB",5,5185
74,217,4.44,42,NA,123,NA,NA,2015,3,70,"WR",3,5186
73,304,5.19,30,29,106,7.78,4.71,2015,NA,NA,"DL",8,5187
72,189,4.5,33,NA,118,NA,NA,2015,5,167,"DB",5,5188
73,221,4.53,NA,NA,124,NA,NA,2015,2,46,"DB",2,5189
74,249,4.91,30.5,20,112,NA,NA,2015,NA,NA,"LB",8,5190
76,250,4.83,NA,20,NA,NA,NA,2015,6,198,"TE",6,5191
72,228,4.64,33.5,NA,117,6.99,4.08,2015,1,25,"LB",1,5192
77,324,5.35,29,29,97,NA,4.92,2015,6,185,"OL",6,5193
78,263,4.98,30.5,19,110,7.46,4.54,2015,NA,NA,"TE",8,5194
75,323,5.33,31.5,25,103,8.17,4.87,2015,1,28,"OL",1,5195
79,269,4.91,32.5,24,117,7.32,4.48,2015,NA,NA,"DL",8,5196
73,290,4.96,32,NA,105,7.4,4.3,2015,NA,NA,"DL",8,5197
74,246,4.57,42.5,26,132,NA,NA,2015,5,148,"LB",5,5198
77,251,4.83,36.5,NA,121,7.59,4.37,2015,6,179,"LB",6,5199
71,222,4.69,NA,23,NA,NA,NA,2015,NA,NA,"RB",8,5200
75,247,4.81,37.5,14,109,7.07,4.26,2015,NA,NA,"DL",8,5201
76,251,4.79,35,20,120,7.32,4.57,2015,3,68,"TE",3,5202
78,238,4.46,37,12,125,7.07,4.25,2015,6,204,"WR",6,5203
77,319,5.25,27,25,103,7.91,4.78,2015,6,199,"DL",6,5204
76,247,4.99,32.5,17,110,7.2,4.31,2015,NA,NA,"LB",8,5205
72,186,4.31,38,19,122,7.06,4.39,2015,1,11,"DB",1,5206
71,193,4.44,34.5,NA,118,6.97,4.18,2015,NA,NA,"WR",8,5207
69,183,4.63,35.5,18,121,NA,NA,2015,NA,NA,"DB",8,5208
75,215,4.35,36.5,23,123,6.92,4.14,2015,1,7,"WR",1,5209
71,197,4.59,37,15,128,6.95,4.11,2015,NA,NA,"DB",8,5210
77,327,5.34,26,27,97,NA,5.15,2015,4,102,"OL",4,5211
73,230,4.48,33.5,16,117,7.16,4.46,2015,5,155,"RB",5,5212
77,302,4.97,29.5,NA,106,7.59,4.53,2015,1,6,"DL",1,5213
76,249,4.78,34.5,17,117,7.3,4.37,2015,2,55,"TE",2,5214
72,194,4.57,40,12,132,7.08,4.28,2015,3,78,"DB",3,5215
67,195,4.49,33.5,18,119,6.84,4.12,2015,NA,NA,"RB",8,5216
72,245,4.77,37,22,119,7.21,4.2,2015,4,127,"LB",4,5217
74,205,4.58,36,NA,125,6.94,4.22,2015,NA,NA,"DB",8,5218
74,237,4.77,35,23,111,NA,4.51,2015,4,118,"LB",4,5219
76,231,4.97,28.5,NA,103,7.16,4.36,2015,1,1,"QB",1,5220
74,211,4.59,NA,12,NA,NA,NA,2015,NA,NA,"WR",8,5221
75,300,5.07,26.5,34,100,7.73,4.56,2015,4,113,"DL",4,5222
73,226,4.61,36,22,117,7.19,4.22,2015,2,36,"RB",2,5223
71,223,4.6,41,25,121,7.08,4.14,2015,NA,NA,"RB",8,5224
78,284,5.1,29.5,25,108,7.55,4.62,2016,NA,NA,"DL",8,5225
71,200,4.83,29.5,NA,114,6.82,4.2,2016,NA,NA,"QB",8,5226
77,247,4.64,32.5,NA,117,7.05,4.31,2016,6,184,"TE",6,5227
69,197,4.66,34.5,13,116,6.95,4.14,2016,NA,NA,"WR",8,5228
72,207,4.96,NA,NA,NA,NA,NA,2016,2,59,"K",2,5229
